timestamp,Actiwatch activity counts,Actiware classification,Apple Watch ENMO
08/01/2000 00:40:30,0.0,0.0,0.0018088929999999998
08/01/2000 00:40:45,0.0,0.0,0.0018016979999999998
08/01/2000 00:41:00,0.0,0.0,0.001767062
08/01/2000 00:41:15,0.0,0.0,0.001690696
08/01/2000 00:41:30,0.0,0.0,0.0016637179999999998
08/01/2000 00:41:45,0.0,0.0,0.001653665
08/01/2000 00:42:00,0.0,0.0,0.0017719979999999999
08/01/2000 00:42:15,0.0,0.0,0.0016890229999999998
08/01/2000 00:42:30,0.0,0.0,0.0017418960000000002
08/01/2000 00:42:45,0.0,0.0,0.0019005410000000002
08/01/2000 00:43:00,0.0,0.0,0.001780205
08/01/2000 00:43:15,0.0,0.0,0.0016813870000000001
08/01/2000 00:43:30,0.0,0.0,0.001680656
08/01/2000 00:43:45,0.0,0.0,0.0016681679999999998
08/01/2000 00:44:00,0.0,0.0,0.0016340620000000001
08/01/2000 00:44:15,0.0,0.0,0.00164912
08/01/2000 00:44:30,0.0,0.0,0.0016723670000000001
08/01/2000 00:44:45,0.0,0.0,0.0017849860000000001
08/01/2000 00:45:00,0.0,0.0,0.001672855
08/01/2000 00:45:15,0.0,0.0,0.001819029
08/01/2000 00:45:30,0.0,0.0,0.001744132
08/01/2000 00:45:45,0.0,0.0,0.00186306
08/01/2000 00:46:00,0.0,0.0,0.0017137679999999998
08/01/2000 00:46:15,0.0,0.0,0.0016625129999999998
08/01/2000 00:46:30,0.0,0.0,0.001679067
08/01/2000 00:46:45,0.0,0.0,0.0017346339999999999
08/01/2000 00:47:00,0.0,0.0,0.0016820589999999999
08/01/2000 00:47:15,0.0,0.0,0.0016819460000000001
08/01/2000 00:47:30,0.0,0.0,0.0017634279999999998
08/01/2000 00:47:45,0.0,0.0,0.001763315
08/01/2000 00:48:00,0.0,0.0,0.001729813
08/01/2000 00:48:15,0.0,0.0,0.001779901
08/01/2000 00:48:30,0.0,0.0,0.001710115
08/01/2000 00:48:45,0.0,0.0,0.00167765
08/01/2000 00:49:00,0.0,0.0,0.0016758220000000002
08/01/2000 00:49:15,0.0,0.0,0.001754902
08/01/2000 00:49:30,0.0,0.0,0.0018517529999999998
08/01/2000 00:49:45,0.0,0.0,0.001655803
08/01/2000 00:50:00,0.0,0.0,0.0016307989999999998
08/01/2000 00:50:15,0.0,0.0,0.001695796
08/01/2000 00:50:30,0.0,0.0,0.001636906
08/01/2000 00:50:45,0.0,0.0,0.0015759220000000002
08/01/2000 00:51:00,0.0,0.0,0.0016088920000000002
08/01/2000 00:51:15,0.0,0.0,0.001505576
08/01/2000 00:51:30,0.0,0.0,0.001642966
08/01/2000 00:51:45,0.0,0.0,0.0016779339999999998
08/01/2000 00:52:00,0.0,0.0,0.001675579
08/01/2000 00:52:15,0.0,0.0,0.0016365420000000002
08/01/2000 00:52:30,0.0,0.0,0.001605425
08/01/2000 00:52:45,0.0,0.0,0.002167105
08/01/2000 00:53:00,0.0,0.0,0.001876505
08/01/2000 00:53:15,0.0,0.0,0.001764854
08/01/2000 00:53:30,0.0,0.0,0.001604428
08/01/2000 00:53:45,0.0,0.0,0.0016773620000000002
08/01/2000 00:54:00,0.0,0.0,0.001672598
08/01/2000 00:54:15,0.0,0.0,0.00160452
08/01/2000 00:54:30,0.0,0.0,0.00162325
08/01/2000 00:54:45,0.0,0.0,0.001627767
08/01/2000 00:55:00,0.0,0.0,0.001599031
08/01/2000 00:55:15,0.0,0.0,0.0016388479999999998
08/01/2000 00:55:30,0.0,0.0,0.001583446
08/01/2000 00:55:45,0.0,0.0,0.001575501
08/01/2000 00:56:00,0.0,0.0,0.00176421
08/01/2000 00:56:15,0.0,0.0,0.001690435
08/01/2000 00:56:30,0.0,0.0,0.0017713260000000002
08/01/2000 00:56:45,0.0,0.0,0.0015530960000000001
08/01/2000 00:57:00,0.0,0.0,0.0014951539999999998
08/01/2000 00:57:15,0.0,0.0,0.001496744
08/01/2000 00:57:30,0.0,0.0,0.001569174
08/01/2000 00:57:45,0.0,0.0,0.00142794
08/01/2000 00:58:00,0.0,0.0,0.001606191
08/01/2000 00:58:15,0.0,0.0,0.0016520670000000001
08/01/2000 00:58:30,0.0,0.0,0.00159817
08/01/2000 00:58:45,0.0,0.0,0.0015250270000000002
08/01/2000 00:59:00,0.0,0.0,0.001759966
08/01/2000 00:59:15,0.0,0.0,0.001658325
08/01/2000 00:59:30,0.0,0.0,0.001567778
08/01/2000 00:59:45,0.0,0.0,0.001555859
08/01/2000 01:00:00,0.0,0.0,0.001606124
08/01/2000 01:00:15,0.0,0.0,0.00162075
08/01/2000 01:00:30,0.0,0.0,0.001600777
08/01/2000 01:00:45,0.0,0.0,0.001541656
08/01/2000 01:01:00,0.0,0.0,0.001567391
08/01/2000 01:01:15,0.0,0.0,0.001526069
08/01/2000 01:01:30,0.0,0.0,0.001558884
